Number of documents in corpus,Document ID,Document,Number of Sentences in Document,Number of Words in Document,Number of Syllables in Document,Word1,Frequency1,Word2,Frequency2,Word3,Frequency3,Word4,Frequency4,Word5,Frequency5,Word6,Frequency6,Word7,Frequency7,Word8,Frequency8,Word9,Frequency9,Word10,Frequency10,Word11,Frequency11,Word12,Frequency12,Word13,Frequency13,Word14,Frequency14,Word15,Frequency15,Word16,Frequency16,Word17,Frequency17,Word18,Frequency18,Word19,Frequency19,Word20,Frequency20
987,299,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_21-SUBDIVISIONS-Chapter_21.12-SUBDIVISION_COMMITTEE.txt"")",26,221,357,.,17,",",15,of,13,Ord.,12,§,12,the,9,(,9,),9,The,8,to,7,3,7,-,5,:,5,and,5,;,5,part,5,advisory,4,Director,4,Department,4,4478,4
987,300,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_21-SUBDIVISIONS-Chapter_21.16-GENERAL_REQUIREMENTS.txt"")",116,2410,3779,",",171,the,153,of,115,.,92,and,78,a,64,to,64,map,54,or,51,shall,48,be,39,in,38,),33,Ord.,32,§,32,by,30,:,25,for,25,-,22,public,22
987,301,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_21-SUBDIVISIONS-Chapter_21.20-SURVEYS.txt"")",57,1081,1616,the,73,",",55,.,53,of,52,or,37,to,29,and,28,be,28,map,27,shall,25,monuments,21,a,18,set,17,county,16,Ord.,16,§,16,-,15,such,14,surveyor,14,(,13
987,302,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_21-SUBDIVISIONS-Chapter_21.24-DESIGN_STANDARDS.txt"")",484,8816,13157,the,561,",",483,of,409,.,334,or,208,to,179,and,172,a,171,-,163,in,140,Ord.,139,§,137,be,136,shall,135,:,105,),89,(,86,for,80,such,79,not,74
987,303,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_21-SUBDIVISIONS-Chapter_21.28-DEDICATIONS.txt"")",148,2791,4212,",",182,the,168,of,116,.,94,to,57,or,51,Ord.,50,§,48,-,43,:,42,for,41,and,41,shall,39,a,38,be,38,by,35,in,34,map,32,(,30,),30
987,304,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_21-SUBDIVISIONS-Chapter_21.32-IMPROVEMENTS.txt"")",265,5803,8951,the,409,",",360,of,354,.,231,and,157,to,152,or,115,a,115,be,100,Ord.,96,shall,95,§,95,in,82,for,79,-,71,:,67,not,49,by,48,),48,area,47
987,305,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_21-SUBDIVISIONS-Chapter_21.36-BONDS_AND_DEPOSITS.txt"")",114,2225,3466,the,163,",",158,of,137,.,75,and,72,to,63,or,50,Ord.,43,§,43,in,39,:,37,by,33,for,30,),27,(,25,county,25,shall,24,be,24,a,21,such,19
987,306,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_21-SUBDIVISIONS-Chapter_21.38-VESTING_TENTATIVE_MAP.txt"")",46,956,1539,the,72,",",45,.,41,of,38,a,34,map,28,or,26,in,26,tentative,19,to,18,and,17,for,17,(,16,),16,shall,14,-,13,vesting,13,is,13,be,11,subdivider,10
987,307,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_21-SUBDIVISIONS-Chapter_21.40-TENTATIVE_MAPS.txt"")",172,2307,3586,",",159,the,140,.,120,of,116,and,70,Ord.,69,§,68,;,51,to,50,a,42,:,40,shall,40,or,40,The,36,(,35,),35,be,32,in,31,map,31,tentative,25
987,308,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_21-SUBDIVISIONS-Chapter_21.44-FINAL_MAPS_AND_PARCEL_MAPS.txt"")",507,9694,14260,the,734,",",672,of,566,to,335,.,310,or,238,),204,and,198,be,194,in,172,map,161,(,155,shall,137,§,126,Ord.,125,a,123,$,122,:,118,fee,112,for,110
987,309,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_21-SUBDIVISIONS-Chapter_21.48-MINOR_LAND_DIVISIONS.txt"")",162,2632,4176,",",179,the,158,of,147,.,116,a,67,or,62,Ord.,57,to,55,and,55,§,55,:,45,map,44,-,40,be,36,for,36,;,35,division,34,The,34,shall,33,land,33
987,310,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_21-SUBDIVISIONS-Chapter_21.52-MODIFICATIONS.txt"")",58,1117,1876,the,94,of,67,.,54,",",44,or,43,to,28,and,26,in,25,a,19,this,16,for,15,shall,15,;,15,agency,13,map,13,advisory,12,by,12,The,11,1,11,title,10
987,311,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_21-SUBDIVISIONS-Chapter_21.56-APPEALS.txt"")",56,1078,1664,the,85,",",71,of,58,.,41,to,41,in,36,or,30,a,21,for,19,be,19,map,18,shall,17,Ord.,17,§,17,appeal,16,an,15,:,14,by,14,fee,14,1,13
987,312,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_21-SUBDIVISIONS-Chapter_21.60-CERTIFICATES_OF_COMPLIANCE—NOTICES_OF_VIOLATION.txt"")",61,728,1146,of,68,.,44,",",37,the,35,to,17,a,17,Ord.,14,§,14,and,12,compliance,12,(,12,),12,The,12,for,10,-,9,:,9,director,9,in,9,land,9,required,8
987,313,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_21-SUBDIVISIONS-Chapter_21.62-SUBDIVISION_FILING_FEES_AND_DEPOSITS.txt"")",373,4547,6694,the,289,",",252,of,230,.,179,to,142,and,121,be,112,shall,89,fee,85,by,74,Department,73,in,70,a,64,for,60,applied,49,$,48,;,42,Ord.,39,§,39,deposit,37
987,314,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-APPENDIX_1-LEGISLATIVE_HISTORY_FOR_ORDINANCE_1494.txt"")",2233,26087,29108,§,4768,",",4379,;,2679,by,2555,(,1862,),1861,.,1716,part,1567,1,927,Added,917,amended,855,1977,525,In,508,5447,459,2,372,and,368,1971,368,from,364,3,357,Renumbered,341
987,315,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-APPENDIX_2-CROSS_REFERENCE_TABLE_FOR_ORDINANCE_1494.txt"")",165,1566,1753,Article,51,Repealed,39,by,39,85-0195,20,1,11,2,10,Chapter,10,3,8,4,7,83-0006,6,5,6,1494,4,section,4,of,4,the,4,6,4,",",3,22.04.080,3,85-0009,3,22.16.230,3
987,316,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-APPENDIX_3-MINIMUM_DIMENSIONS_FOR_PARKING_STALLS.txt"")",1,7,14,APPENDIX,1,3,1,-,1,MINIMUM,1,DIMENSIONS,1,FOR,1,PARKING,1,STALLS,1
987,317,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-Division_1-PLANNING_AND_ZONING-Chapter_22.04-INTRODUCTORY_PROVISIONS.txt"")",40,876,1434,",",62,the,62,.,42,of,39,or,27,and,26,to,21,1,19,in,18,-,13,such,13,this,12,shall,12,be,12,Ord.,12,is,12,ordinance,11,(,11,§,11,),11
987,318,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-Division_1-PLANNING_AND_ZONING-Chapter_22.08-DEFINITIONS.txt"")",649,15563,24930,",",1247,"""",756,or,744,the,685,of,666,.,557,a,502,and,394,means,305,—,304,to,289,in,206,for,188,any,187,-,162,which,161,is,154,;,152,Ord.,146,§,145
987,319,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-Division_1-PLANNING_AND_ZONING-Chapter_22.12-ZONES_AND_DISTRICTS.txt"")",55,1032,1778,the,58,",",50,-,49,of,46,.,40,Zone,40,in,31,1,28,—,27,and,25,),20,(,18,zone,17,Ord.,14,§,14,2,13,to,12,M,12,;,12,with,12
987,320,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-Division_1-PLANNING_AND_ZONING-Chapter_22.16-ZONED_DISTRICTS_AND_MAPS.txt"")",558,8231,12528,",",589,the,492,of,357,;,316,.,299,Ord.,298,1,297,§,294,and,170,or,169,a,154,to,150,-,137,in,115,(,100,),100,shall,89,by,81,such,78,be,72
987,321,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-Division_1-PLANNING_AND_ZONING-Chapter_22.20-RESIDENTIAL_ZONES.txt"")",966,14060,22319,",",1080,.,912,of,578,the,537,—,515,in,417,and,382,to,311,or,290,-,238,Ord.,209,§,207,;,201,a,200,for,170,),166,as,154,shall,150,(,145,be,145
987,322,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-Division_1-PLANNING_AND_ZONING-Chapter_22.24-AGRICULTURAL_ZONES.txt"")",518,7908,12406,",",712,.,521,of,386,—,340,the,272,and,240,in,207,or,185,to,149,a,138,-,123,Ord.,106,§,105,as,96,;,94,2,91,be,90,not,88,for,82,shall,75
987,323,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-Division_1-PLANNING_AND_ZONING-Chapter_22.28-COMMERCIAL_ZONES.txt"")",1670,21103,35431,.,2010,",",1956,—,1598,and,860,of,742,the,653,in,440,to,392,or,368,-,306,;,234,a,234,Ord.,224,be,218,§,216,provided,215,for,206,Part,175,(,171,Chapter,170
987,324,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-Division_1-PLANNING_AND_ZONING-Chapter_22.32-INDUSTRIAL_ZONES.txt"")",597,8068,12971,.,633,",",625,of,439,—,431,the,353,in,236,and,233,-,195,or,175,to,136,;,124,manufacture,118,for,106,2,95,a,93,as,92,Ord.,91,Part,89,§,88,provided,84
987,325,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-Division_1-PLANNING_AND_ZONING-Chapter_22.36-PUBLICLY_OWNED_PROPERTY.txt"")",17,373,606,",",23,the,22,of,19,.,15,to,10,property,10,by,9,in,9,for,9,any,8,(,8,),8,a,8,-,7,public,7,and,6,Ord.,6,§,6,use,6,or,5
987,326,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-Division_1-PLANNING_AND_ZONING-Chapter_22.40-SPECIAL_PURPOSE_AND_COMBINING_ZONES.txt"")",1164,19985,32582,",",1422,.,1331,of,834,the,815,and,707,—,686,in,487,to,448,or,414,-,332,a,323,be,307,for,260,shall,242,as,222,(,210,),210,use,199,provided,168,such,167
987,327,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-Division_1-PLANNING_AND_ZONING-Chapter_22.48-YARDS,_HIGHWAY_LINES_AND_HIGHWAYS.txt"")",379,8645,12684,of,564,the,510,",",418,.,295,a,279,feet,252,and,208,centerline,192,or,188,to,186,on,147,in,130,from,117,side,114,-,113,;,100,point,84,at,74,not,74,be,74
987,328,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-Division_1-PLANNING_AND_ZONING-Chapter_22.60-ADMINISTRATION*.txt"")",605,10644,17053,the,715,",",676,.,490,of,467,or,276,to,242,and,217,a,205,—,198,be,190,in,188,shall,183,for,155,Ord.,127,§,121,$,121,),116,by,115,;,115,(,102
987,329,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-Division_1-PLANNING_AND_ZONING-Chapter_22.62-ADULT_BUSINESSES.txt"")",133,2738,4525,the,190,",",139,.,116,of,114,or,80,business,66,to,65,shall,56,in,51,adult,45,be,45,and,43,this,42,is,40,any,40,),38,a,37,(,36,-,28,application,28
987,330,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-Division_1-PLANNING_AND_ZONING-Chapter_22.64-LEGISLATIVE_PROVISIONS.txt"")",38,914,1519,",",92,of,47,the,45,.,34,and,20,Ordinance,17,or,16,a,16,as,14,by,14,in,14,"""",14,provisions,13,November,13,to,13,for,13,this,12,5,12,1971,12,-,11
987,331,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_22-PLANNING_AND_ZONING-Division_2-ADDITIONAL_REGULATIONS.txt"")",398,9643,16320,the,772,of,589,",",522,.,381,to,244,and,227,or,159,facilities,157,for,156,in,152,be,138,a,126,shall,121,-,116,),111,by,100,(,99,county,92,which,85,The,79
987,332,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-APPENDIX_A-Legislative_History_for_Ordinance_2225..txt"")",1092,11009,15073,",",1235,§,1015,),751,;,671,(,661,by,566,.,414,part,289,and,238,amended,220,1,192,of,185,2,145,3,133,to,130,Added,118,1992,109,Ch.,100,as,91,Chapter,89
987,333,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-APPENDIX_J-GRADING.txt"")",871,13219,21134,the,834,",",716,.,700,of,506,and,383,to,302,(,276,),276,shall,254,or,249,Ord.,232,§,231,be,226,in,203,a,187,by,185,grading,164,2010,156,Building,154,;,153
987,334,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_1-ADMINISTRATION.txt"")",1289,21886,34161,the,1376,",",1314,of,1017,.,946,or,631,and,518,),484,(,469,to,462,shall,422,in,369,be,366,Ord.,351,§,349,a,324,Building,288,by,264,Official,241,for,232,part,207
987,335,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_10-MEANS_OF_EGRESS.txt"")",5,57,90,.,6,",",5,-,3,bars,2,(,2,),2,and,2,Part,2,12,2,Ord.,2,§,2,2010,2,CHAPTER,1,10,1,MEANS,1,OF,1,EGRESS,1,SECTION,1,1029,1,EMERGENCY,1
987,336,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_12-INTERIOR_ENVIRONMENT.txt"")",33,688,1178,",",56,the,43,.,31,of,25,noise,25,-,18,or,17,and,16,to,15,shall,15,2010,12,(,11,),11,Section,9,in,9,be,9,all,8,with,7,for,7,structures,7
987,337,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_14-EXTERIOR_WALLS.txt"")",57,850,1179,(,47,),47,.,37,mm,33,the,32,",",28,be,27,shall,26,of,22,and,17,inch,17,inches,14,not,14,-,13,to,13,veneer,13,in,13,a,13,than,11,or,11
987,338,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_15-ROOF_ASSEMBLIES_AND_ROOFTOP_STRUCTURES.txt"")",36,357,498,.,48,",",17,(,12,),12,tile,10,-,9,slope,8,per,8,and,6,Ord.,6,§,6,fastener,6,ROOF,5,sheathing,5,Roof,5,shall,4,be,4,:,4,2010,4,CLAY,4
987,339,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_16-STRUCTURAL_DESIGN.txt"")",520,6926,10717,.,514,the,456,",",243,of,205,shall,200,to,169,and,169,be,167,),158,(,157,-,154,diaphragm,143,in,123,or,96,Ord.,88,§,88,2010,80,The,78,base,78,not,72
987,340,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_17-STRUCTURAL_TESTS_AND_SPECIAL_INSPECTIONS.txt"")",122,1790,3056,.,165,the,121,",",90,of,47,and,46,in,43,shall,42,structural,36,to,33,or,33,for,28,-,27,(,27,),27,design,27,be,26,The,24,by,24,a,20,observer,20
987,341,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_18-SOILS_AND_FOUNDATIONS.txt"")",49,560,864,.,42,",",41,(,21,),21,Ord.,16,shall,16,§,15,be,15,and,12,in,12,2010,12,the,10,-,9,or,9,to,9,footings,9,OF,8,2007,8,with,8,of,8
987,342,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_19-CONCRETE.txt"")",189,2046,3011,",",151,.,129,the,121,of,91,(,61,),61,ACI,55,318,55,-,50,Section,46,and,46,shall,42,to,42,be,38,not,29,in,27,as,26,:,26,Ord.,22,§,22
987,343,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_22-STEEL.txt"")",22,193,295,",",15,.,14,in,7,the,7,-,6,(,6,),6,welds,5,shall,4,2010,4,of,4,for,3,be,3,with,3,requirements,3,AWS,3,D1.8,3,critical,3,Ord.,3,§,3
987,344,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_23-WOOD.txt"")",527,8649,12471,.,369,",",313,),270,(,257,-,179,the,166,be,164,of,163,shall,162,and,149,"""",149,or,139,to,126,inches,124,1,120,panel,119,in,117,2,114,3,95,at,93
987,345,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_26.150-FIRE_ZONES.txt"")",299,14228,21099,of,1131,the,1030,said,714,to,562,thence,510,;,508,and,481,-,459,along,454,last,415,mentioned,414,in,405,centerline,393,",",392,boundary,290,as,187,line,183,same,180,on,180,following,171
987,346,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_34-EXISTING_STRUCTURES.txt"")",86,2120,3247,the,149,",",113,of,111,or,83,.,81,to,51,in,49,and,48,a,44,(,41,),41,building,39,shall,33,as,32,with,28,such,24,2007,24,be,21,Building,20,an,20
987,347,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_65-SIGNS.txt"")",114,1951,2767,",",126,.,103,(,75,),75,of,72,the,68,and,52,or,49,shall,48,be,45,a,43,mm,35,Ord.,31,§,31,sign,30,to,27,in,26,feet,26,part,23,signs,21
987,348,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_66-SPECIAL_SAFETY_PROVISIONS.txt"")",97,1616,2479,.,99,",",82,(,79,),79,or,60,the,52,of,46,and,40,shall,37,be,33,to,32,Ord.,29,§,29,-,27,99-0040,26,68,26,part,26,1999,26,a,25,mm,25
987,349,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_67-SECURITY_PROVISIONS.txt"")",193,2916,4202,",",189,.,147,the,143,(,119,),119,of,101,a,82,or,77,Ord.,65,§,65,shall,62,be,60,-,56,and,53,in,48,part,46,99-0040,39,69,39,1999,39,with,37
987,350,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_68-EXPEDITED_PERMITTING_FOR_SMALL_RESIDENTIAL_ROOFTOP_SOLAR_ENERGY_SYSTEMS.txt"")",56,1072,1863,",",59,.,56,the,55,and,33,of,31,solar,23,for,23,-,20,to,19,or,19,Code,19,energy,18,shall,18,in,17,a,15,2015,14,be,14,by,12,system,12,permit,12
987,351,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_69-TRAILER_COACHES.txt"")",50,970,1488,.,63,the,59,",",49,of,34,a,26,or,24,and,22,trailer,20,(,20,),20,to,18,coach,18,be,17,any,13,is,12,shall,12,permit,12,such,12,-,10,on,10
987,352,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_7A_[SFM]-MATERIALS_AND_CONSTRUCTION_METHODS_FOR_EXTERIOR_WILDFIRE_EXPOSURE.txt"")",112,1834,3069,.,119,",",114,the,83,and,54,of,53,Ord.,39,§,39,(,38,),38,or,34,shall,34,-,33,in,32,for,32,a,29,with,29,to,26,Fire,25,2010,25,be,22
987,353,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_94-REPAIR_OF_WELDED_STEEL_MOMENT_FRAME_BUILDINGS_LOCATED_IN_HIGH_EARTHQUAKE_DAMAGED_AREAS.txt"")",84,1862,2907,the,156,of,94,",",84,.,73,and,59,to,36,shall,32,or,31,(,31,),31,by,29,Chapter,29,building,27,be,25,this,25,Ord.,25,§,25,in,23,is,20,a,19
987,354,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_95-EARTHQUAKE_HAZARD_REDUCTION_FOR_EXISTING_CONCRETE_TILT-UP_BUILDINGS.txt"")",166,3068,4815,the,226,.,142,of,141,",",139,to,76,and,70,shall,67,or,65,(,64,),64,be,59,Ord.,46,§,46,-,37,this,37,in,36,Chapter,35,a,33,part,33,for,32
987,355,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_96-EARTHQUAKE_HAZARD_REDUCTION_FOR_EXISTING_UNREINFORCED_MASONRY_BEARING_WALL_BUILDINGS.txt"")",196,3597,5639,the,217,.,182,",",170,of,149,to,81,and,75,building,75,2010,74,or,71,shall,71,-,62,be,60,in,59,Ord.,58,§,58,this,57,Chapter,55,(,50,),50,a,44
987,356,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_98-UNOCCUPIED_BUILDINGS,_STRUCTURES,_AND_SPECIAL_HAZARDS.txt"")",66,1701,2658,",",157,the,147,or,78,.,58,of,53,to,48,2010,36,-,33,in,28,(,28,),28,shall,26,any,26,Building,25,and,24,building,23,Official,21,owner,20,Ord.,19,§,19
987,357,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_26-BUILDING_CODE-CHAPTER_99-BUILDING_AND_PROPERTY_REHABILITATION.txt"")",335,6764,10717,",",465,the,452,.,311,or,277,of,249,(,189,),189,to,154,and,136,in,131,Ord.,125,§,125,such,113,a,106,part,101,Building,97,any,84,99-0040,83,77,83,1999,83
987,358,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_27-ELECTRICAL_CODE.txt"")",493,9826,15879,",",728,the,471,.,403,of,357,or,300,and,269,to,216,-,182,shall,157,be,151,(,147,by,145,),140,a,130,in,129,Electrical,123,Code,119,§,117,for,113,any,110
987,359,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_28-PLUMBING_CODE.txt"")",2133,35362,55487,",",2028,.,1642,the,1436,),1279,of,1225,(,1204,and,849,shall,697,or,688,-,674,to,662,be,613,§,554,a,460,in,454,Ord.,429,by,385,for,363,part,250,3,228
987,360,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_29-MECHANICAL_CODE.txt"")",466,8027,12622,",",560,the,370,.,353,of,334,and,205,),198,§,192,(,188,to,162,or,161,by,133,-,129,shall,125,in,123,Ord.,121,Code,118,part,95,;,90,this,89,be,89
987,361,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_3-ADVISORY_COMMISSIONS_AND_COMMITTEES-Chapter_3.08-AVIATION_COMMISSION.txt"")",70,808,1236,the,59,",",57,.,48,of,48,Ord.,32,§,32,and,32,(,28,),28,:,25,commission,20,shall,17,for,17,part,16,to,16,1,15,The,14,-,12,board,11,4099,10
987,362,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_3-ADVISORY_COMMISSIONS_AND_COMMITTEES-Chapter_3.10-CIVIL_SERVICE_COMMISSION.txt"")",10,159,291,the,17,of,11,",",11,.,9,commission,5,and,5,-,4,civil,4,service,4,Ord.,4,§,4,:,3,for,3,judicial,3,review,3,shall,3,1,3,be,2,petition,2,an,2
987,363,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_3-ADVISORY_COMMISSIONS_AND_COMMITTEES-Chapter_3.100-OTHER_BOARDS,_COMMISSIONS_AND_BODIES.txt"")",54,1011,1631,of,84,the,70,",",67,.,50,board,28,or,19,shall,19,a,18,§,17,such,16,Ord.,15,for,15,by,14,this,14,service,14,and,13,(,12,),12,:,11,be,11
987,364,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_3-ADVISORY_COMMISSIONS_AND_COMMITTEES-Chapter_3.12-SMALL_BUSINESS_COMMISSION.txt"")",58,1004,1630,the,81,.,61,of,53,",",49,Commission,28,shall,26,and,26,to,24,2015,22,in,20,or,20,The,16,-,14,County,14,Board,14,as,14,members,14,by,13,member,13,a,13
987,365,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_3-ADVISORY_COMMISSIONS_AND_COMMITTEES-Chapter_3.13-CONSUMER_AFFAIRS_ADVISORY_COMMISSION.txt"")",76,955,1459,the,69,.,60,",",58,of,54,Ord.,35,§,35,(,26,),26,:,25,commission,25,shall,24,1,17,to,17,or,17,and,16,The,15,a,15,-,14,this,13,board,11
